sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-6740-5p	3	0	0	1	3	2	1	0	1	1	0	0	0	0	1	1	0	0	1	0	2	0	1	0	1	0	5
hsa-miR-6741-3p	0	2	3	2	2	2	2	5	0	5	0	4	2	0	1	5	3	5	2	1	2	2	2	0	2	5	1
hsa-miR-6741-5p	0	0	0	0	0	2	0	0	2	1	0	1	2	1	0	0	0	1	2	0	1	0	1	3	1	0	3
hsa-miR-6742-3p	3	1	3	0	0	1	0	2	0	2	0	0	0	0	5	3	0	0	2	0	4	0	2	1	0	2	1
hsa-miR-6742-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6743-3p	2	0	1	0	0	0	3	1	0	1	0	0	0	2	4	1	2	1	2	1	0	2	0	1	0	0	3
hsa-miR-6745	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6746-3p	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3
hsa-miR-6746-5p	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	3	1	0	0	0	0	0	0	0	0	2	0
hsa-miR-6747-3p	1	0	4	4	0	3	0	1	1	4	2	2	1	3	4	5	0	0	2	10	1	2	2	1	8	8	2
hsa-miR-6748-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-5p	1	0	1	1	0	1	0	5	3	0	0	0	3	0	2	0	3	0	0	4	0	0	3	0	0	1	0
hsa-miR-6749-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
hsa-miR-675-3p	3	5	1	4	2	6	6	3	2	108	79	50	22	7	28	13	20	18	3	2	2	7	18	14	8	4	8
hsa-miR-675-5p	0	2	1	5	4	0	0	4	0	61	50	63	7	7	20	19	18	11	1	1	0	3	7	1	0	1	2
hsa-miR-6750-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6750-5p	1	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	4	1	1	0	0	0	2	0	3	2	0
hsa-miR-6751-3p	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1
hsa-miR-6751-5p	0	0	3	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	1	2	1	0	0	0
hsa-miR-6753-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6754-3p	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	2	0
hsa-miR-6754-5p	0	0	0	4	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-6755-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6755-5p	12	11	22	23	9	19	21	18	11	12	20	11	20	23	29	42	28	11	20	39	21	28	33	32	51	35	9
hsa-miR-6756-3p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6757-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-6758-3p	0	0	0	2	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	3
hsa-miR-6758-5p	1	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	3
hsa-miR-6759-5p	3	2	3	2	3	3	0	3	1	1	0	0	3	1	3	1	0	0	0	3	0	1	6	0	0	3	1
hsa-miR-676-3p	7	10	13	31	13	45	15	29	24	21	28	34	30	20	22	51	30	25	23	22	23	11	26	18	12	36	22
hsa-miR-676-5p	1	3	4	6	0	2	3	4	2	4	0	2	5	2	3	2	2	7	0	1	0	0	2	0	0	0	2
hsa-miR-6760-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6760-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1
hsa-miR-6761-3p	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
hsa-miR-6761-5p	2	1	0	4	0	5	0	4	2	0	1	7	3	3	2	4	5	1	5	0	5	2	1	1	5	5	5
hsa-miR-6762-3p	0	3	0	2	0	0	1	1	1	0	0	0	0	0	1	0	3	2	0	2	0	0	0	0	0	1	1
hsa-miR-6762-5p	1	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6763-5p	0	0	1	1	0	0	1	0	0	2	1	2	1	0	0	3	4	0	1	1	0	0	1	0	3	4	2
hsa-miR-6764-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	3
hsa-miR-6764-5p	3	0	0	4	0	4	3	2	5	7	2	1	0	0	5	4	3	0	0	8	6	5	2	3	7	4	4
hsa-miR-6765-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-3p	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
hsa-miR-6766-5p	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	1	1	1	4	1	0	1	0	0	1	0	0
hsa-miR-6767-5p	0	4	0	0	0	0	1	0	0	0	0	1	2	2	2	2	0	2	0	0	0	1	3	2	0	0	1
hsa-miR-6769a-5p	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	3	0	0	0	0	1	1	0	1
hsa-miR-6769b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6770-3p	1	2	4	4	1	15	3	4	1	6	1	3	10	1	7	2	5	4	17	5	13	7	2	4	6	14	9
hsa-miR-6770-5p	1	0	0	1	1	0	0	0	0	2	3	0	1	5	0	0	0	5	0	2	0	0	2	0	0	1	1
hsa-miR-6772-3p	1	2	2	0	1	0	2	4	5	9	7	3	2	0	1	12	10	8	11	6	2	0	8	4	7	13	10
hsa-miR-6772-5p	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-6775-3p	0	2	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
hsa-miR-6776-3p	0	0	0	2	0	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6777-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-5p	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6779-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
hsa-miR-6780a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-6780a-5p	0	1	3	2	3	0	2	1	1	2	3	0	6	1	1	3	3	3	0	0	2	1	3	0	1	2	3
hsa-miR-6780b-3p	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-6780b-5p	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0
hsa-miR-6781-3p	1	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0
hsa-miR-6781-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6782-3p	1	5	1	0	0	4	0	1	1	0	0	2	2	2	0	3	1	4	2	0	1	1	2	0	0	0	4
hsa-miR-6783-3p	3	1	0	5	1	1	5	4	1	0	0	0	6	3	13	10	0	3	0	1	0	9	3	5	3	3	1
hsa-miR-6783-5p	0	0	0	1	2	1	2	0	0	0	0	0	2	0	0	1	2	0	0	0	2	0	0	1	1	0	0
hsa-miR-6784-3p	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6784-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-3p	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-5p	0	3	0	5	0	0	0	1	0	0	0	1	0	0	0	3	0	2	0	0	0	1	0	1	1	1	2
hsa-miR-6786-3p	0	0	0	2	0	1	0	0	1	3	0	0	2	1	2	3	1	6	2	1	0	1	2	2	2	1	1
hsa-miR-6787-3p	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	8	0	1	0	0	0	0	0	0	0	1
hsa-miR-6788-3p	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6788-5p	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
hsa-miR-6789-3p	5	2	0	2	4	1	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6789-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-6790-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6791-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6792-3p	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-6792-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6793-5p	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	2
hsa-miR-6794-3p	1	3	5	0	0	2	4	0	2	5	0	2	1	0	0	9	2	0	4	4	3	2	1	1	3	1	2
hsa-miR-6794-5p	2	2	6	2	0	4	2	4	0	3	5	5	2	0	2	15	3	4	2	11	8	0	8	3	6	14	6
hsa-miR-6795-5p	0	0	1	1	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6796-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	0	0	0	0	2	2	2	0	0	0	1	1	1	0	0	3	3	0	1	0	0	0	1	0	0	0	5
hsa-miR-6797-3p	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-6797-5p	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6798-3p	6	2	2	6	2	0	2	3	0	0	6	2	3	0	8	5	3	1	2	4	1	3	3	1	1	2	6
hsa-miR-6798-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6799-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6800-3p	2	4	2	0	1	3	5	2	1	0	0	1	0	0	0	2	0	0	3	0	0	1	1	1	0	0	0
hsa-miR-6800-5p	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	2	5	0	0	1	1	0	0	0	1	0	0
hsa-miR-6801-3p	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-5p	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6802-3p	0	0	1	0	1	1	2	0	6	2	0	2	1	0	0	3	2	1	3	0	3	0	2	1	0	1	3
hsa-miR-6802-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6803-3p	0	0	2	1	0	2	0	0	1	0	1	1	0	0	2	2	1	0	5	0	2	0	0	1	2	3	0
hsa-miR-6804-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-5p	0	0	1	0	0	2	0	1	0	0	0	0	2	1	3	0	1	0	0	0	1	4	0	0	1	1	1
hsa-miR-6805-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	1	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	1	2	0	1	0	0
hsa-miR-6806-3p	1	0	0	2	0	2	0	10	7	7	2	6	1	2	5	15	0	1	5	10	3	9	10	5	16	7	4
hsa-miR-6807-3p	0	0	2	1	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-6807-5p	18	9	25	29	11	20	7	28	14	0	0	0	7	2	14	0	0	2	3	1	3	2	5	6	2	1	4
hsa-miR-6808-3p	0	0	1	0	0	0	3	0	2	1	0	2	0	3	0	0	0	1	1	2	0	0	0	2	0	1	1
hsa-miR-6809-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6810-5p	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6811-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6812-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6812-5p	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-6813-5p	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0
hsa-miR-6814-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6815-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6815-5p	1	0	0	3	0	0	0	0	0	0	1	0	0	1	0	2	2	6	1	0	0	0	0	0	0	1	1
hsa-miR-6816-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1
hsa-miR-6817-3p	0	1	4	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2
hsa-miR-6817-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6818-3p	4	7	0	4	2	1	2	0	1	2	4	2	6	4	5	8	6	4	3	3	4	5	3	6	17	6	5
hsa-miR-6818-5p	3	4	3	8	6	8	10	16	0	1	3	1	17	1	14	16	14	2	7	0	8	4	6	10	4	4	7
hsa-miR-6819-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6820-3p	1	0	2	1	0	1	2	0	0	0	0	0	3	0	0	2	0	2	1	1	0	4	2	2	2	0	3
hsa-miR-6820-5p	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
hsa-miR-6821-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6821-5p	2	3	2	4	1	3	5	1	2	0	1	0	0	0	0	1	0	2	1	0	3	3	1	0	2	1	2
hsa-miR-6822-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6823-3p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
hsa-miR-6824-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-6824-5p	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
hsa-miR-6825-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-6825-5p	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0
hsa-miR-6826-3p	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6826-5p	1	0	0	2	1	0	2	0	4	0	1	2	1	0	3	1	1	3	0	0	2	0	3	4	5	0	0
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6827-5p	2	3	1	9	5	1	1	5	1	4	1	1	8	6	13	9	8	4	2	4	9	3	12	5	7	7	6
hsa-miR-6828-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6828-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6829-5p	0	1	0	1	0	0	1	0	0	3	0	2	0	1	0	0	1	0	0	0	2	0	1	0	2	1	1
hsa-miR-6830-3p	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6830-5p	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-6831-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6831-5p	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-6832-3p	0	0	0	1	0	3	1	0	2	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0
hsa-miR-6832-5p	1	1	1	9	8	10	4	0	0	2	0	0	7	2	4	0	1	0	0	2	1	5	6	8	5	0	2
hsa-miR-6833-3p	0	0	0	0	0	0	2	1	2	0	2	0	1	1	1	0	1	1	0	2	1	1	4	0	0	2	1
hsa-miR-6833-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-6834-3p	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6834-5p	0	1	1	2	3	0	0	2	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	8	0	0
hsa-miR-6835-5p	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-3p	11	11	11	14	20	17	15	15	16	12	5	12	27	8	27	38	11	16	17	39	39	17	27	29	36	20	30
hsa-miR-6837-5p	0	0	2	1	0	0	0	1	2	0	0	0	3	2	0	0	2	5	1	3	0	0	0	0	0	0	0
hsa-miR-6838-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6838-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-6839-5p	4	1	3	14	3	14	4	6	4	6	6	8	1	0	0	9	1	0	2	1	5	8	0	9	1	5	1
hsa-miR-6840-3p	0	3	0	2	0	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6840-5p	0	0	1	2	4	4	4	0	7	0	3	0	2	4	3	0	1	3	0	0	2	1	1	0	2	3	1
hsa-miR-6841-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-5p	19	17	13	16	1	7	21	11	14	10	3	13	6	11	5	18	7	9	13	25	23	5	6	8	5	12	12
hsa-miR-6842-3p	38	39	40	90	34	59	45	88	46	68	89	49	72	82	80	93	56	49	45	45	63	87	58	53	106	102	29
hsa-miR-6842-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
hsa-miR-6843-3p	0	1	2	0	0	2	4	2	4	5	6	1	3	1	1	14	1	2	1	1	5	0	1	1	11	10	0
hsa-miR-6844	1	0	6	1	0	1	1	0	3	1	0	0	2	1	1	0	0	0	1	0	3	0	0	1	0	1	0
hsa-miR-6845-3p	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6845-5p	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6847-3p	0	0	1	0	1	0	0	2	0	0	0	0	3	1	3	3	2	0	0	0	4	3	2	1	0	1	1
hsa-miR-6847-5p	1	2	4	0	4	3	3	8	0	1	0	1	3	8	3	5	2	1	0	1	2	2	2	4	3	0	0
hsa-miR-6848-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	4	0	0	0	2	1	0	2	0
hsa-miR-6849-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-6851-5p	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-5p	0	2	0	1	0	2	3	2	0	4	4	2	1	2	5	3	7	5	2	3	2	1	4	17	4	4	5
hsa-miR-6853-3p	4	3	3	0	0	2	2	3	5	1	3	2	4	0	5	6	8	3	5	5	11	1	2	2	8	5	2
hsa-miR-6853-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6854-5p	0	1	1	3	1	1	0	1	0	3	0	0	2	0	3	3	2	1	0	1	3	2	1	7	3	1	6
hsa-miR-6855-3p	3	0	1	3	1	0	0	3	0	1	0	0	0	0	3	3	1	0	1	0	0	1	0	4	0	1	1
hsa-miR-6855-5p	3	0	1	4	4	1	3	3	2	1	4	4	1	1	4	0	0	2	3	4	0	5	4	0	4	0	0
hsa-miR-6856-3p	0	0	0	2	0	0	1	0	0	0	1	1	2	0	0	1	1	0	2	3	0	2	0	3	0	0	0
hsa-miR-6856-5p	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0
hsa-miR-6857-3p	0	0	1	0	1	2	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	1	0	1	1	0
hsa-miR-6857-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
hsa-miR-6858-5p	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	3	1
hsa-miR-6859-3p	2	0	1	0	3	1	5	3	0	0	2	0	0	0	0	2	0	2	0	4	2	0	2	3	0	3	0
hsa-miR-6859-5p	7	4	1	6	10	10	6	7	3	2	0	5	5	2	7	12	3	6	3	4	5	2	3	9	4	6	0
hsa-miR-6860	1	0	0	0	0	0	0	0	1	1	2	2	0	2	1	1	4	0	0	0	2	4	2	0	3	4	1
hsa-miR-6861-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-5p	0	2	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	2	4
hsa-miR-6862-3p	0	0	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-6862-5p	2	2	5	7	0	2	1	8	2	1	2	2	0	1	6	3	5	1	0	1	4	3	5	1	2	1	3
hsa-miR-6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6864-5p	2	5	4	0	0	4	9	10	7	5	3	8	8	4	4	17	9	3	0	9	3	0	1	3	4	10	4
hsa-miR-6865-3p	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-6865-5p	0	0	0	1	0	2	4	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	2
hsa-miR-6866-3p	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2
hsa-miR-6866-5p	58	55	67	104	71	99	95	102	70	54	63	47	118	97	141	112	110	81	52	62	83	77	71	65	107	122	94
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6867-5p	0	0	0	0	0	1	1	2	0	1	0	1	0	0	4	2	3	0	0	1	0	1	1	0	1	5	2
hsa-miR-6868-3p	1	5	9	4	2	6	7	7	8	1	1	1	6	1	1	4	6	2	14	10	14	10	2	8	39	16	8
hsa-miR-6868-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6869-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6870-3p	0	0	2	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6870-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
